"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","padj_bon"
"ENSMUSG00000030036",2605.33982590865,-0.228530559704227,0.054430997697949,-4.19853703531946,2.68644921555225e-05,0.0104227159960229,0.396063207848869
"ENSMUSG00000039878",61.0026442205853,1.28475384650424,0.311044753838113,4.13044692331606,3.62058681574221e-05,0.0133517037947344,0.533783114244875
"ENSMUSG00000010796",76.4483733216379,-1.18777517196328,0.287574319690464,-4.13032420016419,3.62252019120517e-05,0.0133517037947344,0.534068151789378
"ENSMUSG00000030158",151.081332268072,-0.949914203834137,0.230991664192241,-4.11233109712383,3.9168401475591e-05,0.0140843839745034,0.577459742954638
"ENSMUSG00000050854",1778.01648801448,-0.19869847684372,0.0492528938005655,-4.03424979755076,5.47770217113869e-05,0.0192280388354995,0.807577631090978
"ENSMUSG00000074207",74.5796339619347,0.542589663815536,0.135015861644116,4.01871052192171,5.85175111489359e-05,0.0200633410899712,0.862723666868762
"ENSMUSG00000031367",197.727130134225,0.309933467513938,0.0773826594034557,4.00520568694873,6.19635399301724e-05,0.0207620106634212,0.913528469190531
"ENSMUSG00000015363",2816.84300012101,-0.199443940125631,0.0499769632310171,-3.99071746723999,6.5873716263787e-05,0.021581693308378,0.971176198877012
"ENSMUSG00000049676",148.456881546664,0.497235955057634,0.125387883608034,3.96558216591332,7.32170245599078e-05,0.0226031106698926,1
"ENSMUSG00000037428",461.998037130604,-0.277443033894257,0.069990191402435,-3.96402736347717,7.36957995624406e-05,0.0226031106698926,1
"ENSMUSG00000030492",39.1253428138327,1.69023038374761,0.427328816803647,3.95533911424524,7.64261661151641e-05,0.0226031106698926,1
"ENSMUSG00000041028",7483.45257251422,-0.115250991669375,0.0291415709232886,-3.95486543854338,7.65777395110784e-05,0.0226031106698926,1
"ENSMUSG00000040146",294.942261902552,-0.453615827237421,0.114705351963665,-3.95461780528875,7.66570937729521e-05,0.0226031106698926,1
"ENSMUSG00000015134",7716.34093914514,-0.48206486609615,0.122671648737733,-3.9297170214675,8.50458886681124e-05,0.0242408458627222,1
"ENSMUSG00000013419",1034.26061798463,0.200707271926502,0.0510908751997494,3.92843675395653,8.5499829401177e-05,0.0242408458627222,1
"ENSMUSG00000035314",982.77499656522,0.241196731016271,0.0615306388205696,3.91994517917535,8.85691133298579e-05,0.0246372535438131,1
"ENSMUSG00000026825",128.594852466965,0.568588911836942,0.145367580832351,3.91138731608035,9.17674698838237e-05,0.0250542186758743,1
"ENSMUSG00000094724",1461.04017549226,-0.3630776792492,0.0932248777135546,-3.89464366330201,9.83431924973848e-05,0.0260455069609371,1
"ENSMUSG00000061808",768.786395235192,2.1838519996397,0.560940475805781,3.89319739586029,9.8931587181203e-05,0.0260455069609371,1
"ENSMUSG00000036832",617.463682512843,-0.284373744256231,0.0732765837740029,-3.88082699288065,0.000104101877013033,0.026925859171985,1
"ENSMUSG00000017754",4031.15418589468,-0.285205938962839,0.0740177153187774,-3.85321186603129,0.000116578432384389,0.0291300610135528,1
"ENSMUSG00000024339",326.220791565331,-0.290021183466745,0.0752783056323824,-3.8526529128199,0.000116844962136328,0.0291300610135528,1
"ENSMUSG00000064373",9012.2155196922,0.535949046932479,0.139240006058974,3.84910243903237,0.000118551425138246,0.0291300610135528,1
"ENSMUSG00000026121",3801.65683325036,-0.258274698784258,0.0672307640632844,-3.84161480808315,0.000122227542434917,0.0295409943953768,1
"ENSMUSG00000059279",75.5417886684301,-0.734638386725105,0.191902019244098,-3.82819518845527,0.000129086369091544,0.0306954893470424,1
"ENSMUSG00000024619",168.226494034343,0.437184166381909,0.114574289433661,3.81572662194024,0.000135782770552943,0.0313869771789013,1
"ENSMUSG00000023960",825.716763698878,-0.251118065826687,0.0658260378838371,-3.81487438557116,0.000136252224069028,0.0313869771789013,1
"ENSMUSG00000032036",100.543055548875,0.506274002701553,0.133119429609409,3.80315634004015,0.000142864131645751,0.031970802433716,1
"ENSMUSG00000044349",73.4952784436728,1.30647963151264,0.34356570373887,3.80270678154079,0.000143123717060656,0.031970802433716,1
"ENSMUSG00000048707",486.15275738318,0.1899645022095,0.0501412478387514,3.78858744840984,0.00015150626382996,0.0333381619051507,1
"ENSMUSG00000022822",2077.00433061971,0.398654996796912,0.105403926475109,3.78216457515987,0.000155470513609068,0.0337073791490955,1
"ENSMUSG00000028307",52.139855302243,2.31697961378282,0.614799583714687,3.768674662698,0.0001641166274288,0.035066252727287,1
"ENSMUSG00000005681",355.71442762224,2.08510640538772,0.556806853338264,3.74475707848554,0.000180568401424697,0.038030284888633,1
"ENSMUSG00000026655",1703.37359306863,0.148578556032623,0.039803770179641,3.73277594966667,0.000189381039536007,0.0392149412140065,1
"ENSMUSG00000025420",20.9513897544816,-0.861983118299786,0.231097376451145,-3.72995631338123,0.000191512973438816,0.0392149412140065,1
"ENSMUSG00000000365",342.251709488481,0.484159679034177,0.130343017924702,3.71450413488101,0.000203602540912943,0.0411193460367057,1
"ENSMUSG00000042993",92.1859793085813,0.640575374743521,0.172971642714791,3.70335486609069,0.000212766926969536,0.0423894973555658,1
"ENSMUSG00000040441",168.687622012544,-0.432734687287828,0.117174949550301,-3.6930648483195,0.000221567493134132,0.0435542606836867,1
"ENSMUSG00000021892",391.729611839288,0.281698086009667,0.0764813734289639,3.68322473015354,0.000230301956410313,0.0446755492547006,1
"ENSMUSG00000028064",54.5603625898883,1.06452347137758,0.290582161167808,3.66341645715422,0.000248873411865788,0.0476511780667183,1
"ENSMUSG00000086370",188.553204860761,0.554207322209185,0.152783601260734,3.62740056940665,0.000286288967291698,0.0541122851895065,1
"ENSMUSG00000027613",1713.57082389758,-0.211203465107023,0.0583761956119915,-3.61797240969293,0.000296920039505809,0.0550160752176326,1
"ENSMUSG00000025198",2349.32893841432,-0.165405537055682,0.0457354869604567,-3.61656884070554,0.000298533949495395,0.0550160752176326,1
"ENSMUSG00000029561",887.661825262728,0.325006183662641,0.0904516128318296,3.59314967956295,0.000326704789902642,0.0594643051547488,1
"ENSMUSG00000028716",286.768142994856,0.427532266535371,0.119567547151384,3.57565473843898,0.000349352464484011,0.0628110168766803,1
"ENSMUSG00000032080",79.612571435995,1.62682133034858,0.456838180119367,3.56104502894987,0.000369381723719987,0.0656119849735393,1
"ENSMUSG00000026047",1185.93097250425,-0.194257580219986,0.0552307306243189,-3.51720098619248,0.000436123415548189,0.0747976337619263,1
"ENSMUSG00000062157",434.56561762182,0.256773812184824,0.0730139943202739,3.51677530554612,0.000436823394742227,0.0747976337619263,1
"ENSMUSG00000031258",40.1084107348659,0.583852143354196,0.166064448749246,3.51581658658201,0.000438403732307906,0.0747976337619263,1
"ENSMUSG00000105712",25.2861897067517,-0.811131510512836,0.230977736300731,-3.51173027973896,0.000445199578290821,0.0747976337619263,1
"ENSMUSG00000042312",1544.95670518269,-0.136410259237338,0.0388653228620888,-3.50981927311865,0.000448411360581641,0.0747976337619263,1
"ENSMUSG00000034445",1237.13832355198,-0.209179645027043,0.0596297835391828,-3.50797257027757,0.000451535603663531,0.0747976337619263,1
"ENSMUSG00000058569",4578.74223125314,-0.178213224309427,0.0509819562718211,-3.49561369044462,0.000472972913579895,0.0766542729039978,1
"ENSMUSG00000000792",217.70721041626,0.368324493260312,0.105370502094975,3.49551806186067,0.00047314242923854,0.0766542729039978,1
"ENSMUSG00000029864",151.42470929804,-0.261652560789867,0.0750614419035555,-3.48584511773778,0.000490584955678579,0.0786162391474922,1
"ENSMUSG00000020032",1269.68854368732,-0.337699355601007,0.0969618755169324,-3.48280552331143,0.000496188676668347,0.0786592436572198,1
"ENSMUSG00000036620",8276.27337282098,-0.175405503710199,0.050465256422088,-3.47576761015775,0.000509393485101584,0.0798934909665176,1
"ENSMUSG00000029370",1618.16910190496,0.237206225003776,0.0686729123323828,3.45414541115829,0.000552039635735055,0.0854910461634519,1
"ENSMUSG00000002020",214.988256026303,-0.495209044147635,0.143460380298939,-3.451887155992,0.000556680487803797,0.0854910461634519,1
"ENSMUSG00000021831",7847.82650911565,-0.154094517020112,0.0446868308716957,-3.44832054576765,0.0005640841668284,0.0857349780572279,1
"ENSMUSG00000047720",24.5102819782493,-1.38052467012934,0.40247058555137,-3.43012562828181,0.00060330185440445,0.0907448156395724,1
"ENSMUSG00000052151",1314.30433666899,-0.17729665058125,0.0517664524410548,-3.42493337327169,0.000614950208077772,0.0907448156395724,1
"ENSMUSG00000020609",875.482235354451,2.23283599875069,0.651982762918653,3.42468562934889,0.000615511196090161,0.0907448156395724,1
"ENSMUSG00000029859",426.577522464817,-0.274977088307499,0.0803795977816451,-3.42098114318123,0.000623956583481619,0.0910791278244506,1
"ENSMUSG00000002635",541.143174994801,-0.193942821824762,0.0568351835994314,-3.41237257526343,0.000644000275284335,0.0930832946913427,1
"ENSMUSG00000000278",5147.74142240687,-0.23190551282037,0.0680584215011621,-3.40744771484907,0.000655734702282398,0.0938591914150427,1
"ENSMUSG00000001524",510.457468648322,-0.20337212546885,0.0597667956151688,-3.4027610711864,0.000667085889602653,0.0940028576061047,1
"ENSMUSG00000041891",7045.93848247421,-0.175913901394645,0.0517123441546858,-3.40177774321037,0.000669490609010445,0.0940028576061047,1
"ENSMUSG00000027220",806.733907403965,-0.248211336051319,0.07316409959875,-3.39252908752478,0.000692505789957832,0.0956149107636697,1
"ENSMUSG00000022018",4488.23564904979,0.160917202577695,0.0474757250633278,3.38946276993237,0.000700297175497679,0.0956149107636697,1
