"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","padj_bon"
"ENSMUSG00000068614",34.5931956636279,-1.08176619495707,0.324678266770655,-3.33180968876245,0.000862832389469403,0.179165322787992,1
"ENSMUSG00000074489",959.429130389613,-0.345996578305689,0.1040430364906,-3.32551403703937,0.000882556561035655,0.180715713602065,1
"ENSMUSG00000027472",2438.66361478494,0.140527894739457,0.0423544189974014,3.31790396530002,0.000906956616188855,0.182884563686672,1
"ENSMUSG00000001995",1981.74134749296,0.129511721822802,0.0390738784195272,3.31453459603534,0.000917958197979634,0.182884563686672,1
"ENSMUSG00000031557",823.219534424524,0.17720395989757,0.0538622750295032,3.28994569576769,0.00100206719756612,0.192226815901347,1
"ENSMUSG00000019261",912.778399021975,0.151404569641014,0.0460715312313012,3.28629341362436,0.0010151520661628,0.192226815901347,1
"ENSMUSG00000037166",186.503539262396,-0.421073603876222,0.128376283798592,-3.27999527184351,0.00103808826357539,0.192226815901347,1
"ENSMUSG00000048473",128.183941191602,0.714900807909143,0.218065012536747,3.27838381587543,0.00104403332610248,0.192226815901347,1
"ENSMUSG00000074746",1412.40363641512,0.136409078847339,0.0416387108292034,3.27601590277065,0.00105282632446009,0.192226815901347,1
"ENSMUSG00000032318",55.7263949801444,0.763861058834963,0.233434519596705,3.27227121402034,0.00106687179676298,0.192226815901347,1
"ENSMUSG00000015217",144.393054371689,-0.45801963156524,0.14004206405447,-3.27058612465959,0.00107324856166712,0.192226815901347,1
"ENSMUSG00000047261",47.4937287033135,-0.714952969356871,0.218806097264209,-3.26751849375369,0.00108494777725879,0.192226815901347,1
"ENSMUSG00000052942",98.9722905852955,0.49897906685834,0.152923472727592,3.26293313876798,0.00110265530952738,0.192226815901347,1
"ENSMUSG00000026785",93.1392393405412,-0.311073481817667,0.0955174636822696,-3.25671840337413,0.00112708185665277,0.192226815901347,1
"ENSMUSG00000057335",1204.11517732173,0.199104456365929,0.0611457329748727,3.2562281401999,0.00112902993221827,0.192226815901347,1
"ENSMUSG00000001403",248.632273250104,-0.511705020047162,0.157286765633658,-3.25332533850299,0.00114062822433629,0.192226815901347,1
"ENSMUSG00000018800",553.344675799015,0.24629095988647,0.0758138860552297,3.2486259800355,0.00115963845643594,0.192226815901347,1
"ENSMUSG00000074738",116.185932067433,-0.34903380021259,0.107441591406631,-3.24859112419148,0.00115978054577075,0.192226815901347,1
"ENSMUSG00000018340",1422.39898999915,-0.176216218936873,0.0543082504068038,-3.2447412247108,0.00117557401055727,0.192226815901347,1
"ENSMUSG00000031461",22.3274556453785,-0.850142476920933,0.262047347336956,-3.24423233266991,0.00117767644811897,0.192226815901347,1
"ENSMUSG00000060572",78.7928959060484,-0.593540976291142,0.183072743135138,-3.24210456524928,0.00118650479868565,0.192226815901347,1
"ENSMUSG00000033278",794.437218270638,0.311106270603124,0.0962277240787847,3.23302118574904,0.00122488478566835,0.196287786903354,1
"ENSMUSG00000002227",1384.0694945316,-0.1543865113576,0.047835989776042,-3.22741333628519,0.00124914873829416,0.197246315205482,1
"ENSMUSG00000005986",200.417681934999,0.242289393696327,0.0752002039149332,3.22192469012991,0.00127332599109558,0.197246315205482,1
"ENSMUSG00000030707",170.838655397622,-0.290999471938086,0.0904294297739873,-3.2179730942171,0.00129099927496213,0.197246315205482,1
"ENSMUSG00000061947",42.4889427666996,-0.994367658619561,0.309099264735443,-3.2169848720625,0.00129545429273237,0.197246315205482,1
"ENSMUSG00000032511",121.496454280312,0.511497338022801,0.159024222047857,3.21647439261719,0.00129776114596295,0.197246315205482,1
"ENSMUSG00000037103",458.011197050169,-0.19336149293379,0.0602215219383227,-3.21083703483658,0.00132348966923536,0.199104165240173,1
"ENSMUSG00000056268",1110.22351510633,0.137951254180685,0.0430357872214066,3.20550088862012,0.00134827630475782,0.200784217788328,1
"ENSMUSG00000027869",104.589705695295,-0.991871813331725,0.310647054335041,-3.1929219977794,0.001408409857013,0.206381352126804,1
"ENSMUSG00000056579",2965.20461930348,0.147183459350112,0.0461279224872585,3.19076714089533,0.0014189559360629,0.206381352126804,1
"ENSMUSG00000036777",214.985091635102,-0.630232817107412,0.197629587546378,-3.18895983608484,0.00142785714691271,0.206381352126804,1
"ENSMUSG00000004798",1426.69120122363,0.15285478265648,0.0480845771354912,3.17887338856637,0.0014784865681615,0.210931250133097,1
"ENSMUSG00000016028",65.4729635498506,0.499449470262456,0.15738258864628,3.17347347351731,0.0015062666520683,0.210931250133097,1
"ENSMUSG00000031673",185.843816298542,-0.381942774707646,0.120391250767097,-3.17251272226196,0.00151125937746609,0.210931250133097,1
"ENSMUSG00000009876",135.046923965948,-0.389394148840942,0.122779366011032,-3.1714950279671,0.00151656464180345,0.210931250133097,1
"ENSMUSG00000090115",160.559801822328,0.280499174816692,0.088647680332415,3.16420208362885,0.00155508778046706,0.214267842499306,1
"ENSMUSG00000028626",77.7052190000194,-0.764714417401544,0.241912596052345,-3.16111864318167,0.00157164468500414,0.214544051768667,1
"ENSMUSG00000028189",292.877284199994,-0.203211774387187,0.0643970364625906,-3.15560754888521,0.00160164205667019,0.214728631199257,1
"ENSMUSG00000020325",1957.96980289741,-0.283351337509518,0.0898682976705463,-3.15296211071309,0.00161622783335741,0.214728631199257,1
"ENSMUSG00000022661",323.163084412835,-0.280839722756965,0.0890740726803227,-3.15287843371515,0.00161669117975429,0.214728631199257,1
"ENSMUSG00000044068",541.938220041867,0.148174834104332,0.0470548317108705,3.14898234074656,0.00163840095581542,0.215669154389167,1
"ENSMUSG00000029718",197.295085345612,-0.465560217446331,0.1481538836005,-3.14240981155596,0.00167563325917948,0.218618240177726,1
"ENSMUSG00000053436",2709.98439533759,0.139599275142425,0.0445710392902686,3.1320623742535,0.00173582993351584,0.2233279529933,1
"ENSMUSG00000005836",184.350886324918,-0.338369720426349,0.108070268253329,-3.13101582789795,0.00174202771445632,0.2233279529933,1
"ENSMUSG00000112058",21.7273552896008,0.635146676171429,0.203590461718082,3.11972707764146,0.0018101867546184,0.228829660401436,1
"ENSMUSG00000035799",28.7037249407824,-0.738033897938052,0.236641492601479,-3.11878483280594,0.0018159852314297,0.228829660401436,1
"ENSMUSG00000025224",1794.81924381617,0.171787678202459,0.0551699580748994,3.11379026188924,0.00184700734985953,0.229704673311128,1
"ENSMUSG00000054717",1864.15056372244,-0.378577842129261,0.121716232173426,-3.11033159151564,0.00186877425883282,0.229704673311128,1
"ENSMUSG00000065313",62.3187046043322,0.618525299824958,0.198870590768461,3.11018988496438,0.00186967108440177,0.229704673311128,1
"ENSMUSG00000021171",6498.85153233632,0.155837845400464,0.0501976901472163,3.10448239636991,0.0019061227017828,0.232247661094081,1
"ENSMUSG00000034111",296.619441425886,0.250409972320347,0.080825482242723,3.09815624196776,0.00194728735965464,0.235318504454003,1
"ENSMUSG00000001240",465.489388606124,-0.222085973560163,0.0717985256240731,-3.09318292583017,0.00198022033790355,0.235347920623311,1
"ENSMUSG00000027984",4477.5767857026,-0.19287666592358,0.0624144562633769,-3.09025628789711,0.00199983850869861,0.235347920623311,1
"ENSMUSG00000046785",1532.22393850299,0.195506039744751,0.0632728097480681,3.08989027867093,0.00200230449238241,0.235347920623311,1
"ENSMUSG00000031902",1287.38993629495,0.145027420607773,0.0469565328708895,3.08854618816379,0.00201138425005339,0.235347920623311,1
"ENSMUSG00000059279",75.5417886684301,0.56994805558705,0.184858495810821,3.08315856994919,0.00204815987200154,0.236260142434202,1
"ENSMUSG00000031698",225.677309292684,-0.433667175212551,0.140760494266431,-3.08088698801886,0.00206384965950043,0.236260142434202,1
"ENSMUSG00000042401",33.4536996218482,-0.526808891799088,0.171123430513266,-3.07853162024032,0.00208023452499637,0.236260142434202,1
"ENSMUSG00000113424",168.031270736452,-0.44135197514606,0.143449171596926,-3.07671330710924,0.00209296494365004,0.236260142434202,1
"ENSMUSG00000002835",181.836949613245,-0.376453434560471,0.122391590363712,-3.07581128279942,0.00209930669869636,0.236260142434202,1
"ENSMUSG00000005493",36.2240523190276,0.603073603085161,0.196432162391363,3.07013676244944,0.00213960771239224,0.238971488665143,1
"ENSMUSG00000024247",433.445445033064,-0.206455151626726,0.067487148322989,-3.05917729163255,0.00221945760864014,0.2460260415352,1
"ENSMUSG00000033216",347.609184937986,-0.286550289240509,0.0940105433058565,-3.04806545270394,0.00230319755509216,0.249453461404681,1
"ENSMUSG00000020850",3159.01327029503,0.167360111640678,0.0550176679214207,3.04193394528664,0.00235063471703076,0.249453461404681,1
"ENSMUSG00000001761",208.337800105828,-0.240653535161028,0.0791738372181297,-3.03955881913377,0.00236924933412206,0.249453461404681,1
"ENSMUSG00000026490",1162.74893849779,0.255650265180879,0.0841140928979337,3.03932737515332,0.00237107043164609,0.249453461404681,1
"ENSMUSG00000085395",31.1812110945353,-0.604930211519129,0.199087253064442,-3.03851804777939,0.00237744863689672,0.249453461404681,1
"ENSMUSG00000048612",6462.03010422335,0.202853333300248,0.0667819104952709,3.03754911765534,0.00238510530903233,0.249453461404681,1
"ENSMUSG00000038871",1310.27321760068,-0.205311959526182,0.0675915329448596,-3.03753962339741,0.0023851804460398,0.249453461404681,1
"ENSMUSG00000028339",1072.559166579,0.461500916356301,0.152112675223876,3.03394122598315,0.00241381450778979,0.249453461404681,1
"ENSMUSG00000056144",507.970008811966,-0.177376870201247,0.0584672758346963,-3.03378030990774,0.00241510230868962,0.249453461404681,1
"ENSMUSG00000021972",797.36792319557,0.195591255942292,0.0645202129579253,3.03147257232149,0.00243364029283629,0.249453461404681,1
"ENSMUSG00000012114",1490.09131290655,0.133809973413253,0.0441851199410061,3.0283944819412,0.00245856919761445,0.249453461404681,1
"ENSMUSG00000022941",129.484751535716,-0.407438079878881,0.134564672283708,-3.02782352131668,0.00246321891734103,0.249453461404681,1
"ENSMUSG00000000876",1502.00675259812,-0.12742552301965,0.0421224481208144,-3.02512148995166,0.00248533272827309,0.249453461404681,1
"ENSMUSG00000030516",5433.84318947228,0.159967718277662,0.0529154795109712,3.02307982004575,0.00250216235804022,0.249453461404681,1
"ENSMUSG00000022389",1067.15836332122,0.192855650862304,0.0638428851447661,3.02078532987657,0.00252120038002722,0.249453461404681,1
"ENSMUSG00000031628",328.640608807938,-0.355731096330645,0.117947675486358,-3.01600769039139,0.00256126763782494,0.249453461404681,1
"ENSMUSG00000048027",417.949642610157,0.184192852880023,0.061090894715423,3.01506228936474,0.00256926484610255,0.249453461404681,1
"ENSMUSG00000021262",404.258382556223,-0.205769082028683,0.0682742252797346,-3.01386183710766,0.00257945245342541,0.249453461404681,1
"ENSMUSG00000027177",2731.98916886651,0.190573014487813,0.063241616387464,3.01341150612319,0.00258328369359491,0.249453461404681,1
"ENSMUSG00000073599",262.386117350691,-0.310516049526403,0.103088343577704,-3.012135404934,0.00259416854464729,0.249453461404681,1
"ENSMUSG00000023868",3960.2849196177,0.197197260299465,0.0655488140114872,3.00840317667543,0.00262624471658952,0.249453461404681,1
"ENSMUSG00000024294",1546.552532006,0.162530833527025,0.0540372890671863,3.00775328171895,0.00263186708059461,0.249453461404681,1
"ENSMUSG00000024164",206.096961918341,0.90188348849822,0.299941125093081,3.00686839198305,0.00263954011931969,0.249453461404681,1
"ENSMUSG00000021390",36.8617200507291,-0.607295477034988,0.202160878499023,-3.00402076575821,0.00266437139129836,0.250196353005807,1
"ENSMUSG00000025265",580.853543178965,0.226894231627992,0.0756998292440999,2.99728855261157,0.00272392749495801,0.254170019355481,1
"ENSMUSG00000016526",71.2278958346911,-0.350744252235138,0.117231385056909,-2.99189719600151,0.00277249610206837,0.255311765280948,1
"ENSMUSG00000033752",33.2939343994233,-1.18653856225287,0.3966537793317,-2.99137087323862,0.00277727966801728,0.255311765280948,1
"ENSMUSG00000037709",26.7779172382376,0.677066218631527,0.226429796217365,2.9901816366145,0.00278811600150801,0.255311765280948,1
"ENSMUSG00000022390",1737.35105591648,0.232571364494437,0.0779939184786349,2.9819166549267,0.00286449969394382,0.258009984077014,1
"ENSMUSG00000001440",4376.15391174654,0.090334730075006,0.0303091092034647,2.98044820349519,0.00287826909333323,0.258009984077014,1
"ENSMUSG00000055653",352.815719128116,-0.637328713590811,0.214048950862252,-2.97749048067493,0.0029061866923971,0.258009984077014,1
"ENSMUSG00000039987",332.751171191324,0.241581445362281,0.0811784350837199,2.97593129398388,0.00292100295204583,0.258009984077014,1
"ENSMUSG00000025792",670.792906586625,-0.283644577785971,0.0954189227045343,-2.97262398009124,0.00295265934503744,0.258009984077014,1
"ENSMUSG00000031010",6055.03206777474,0.191656539068336,0.0645307901308013,2.97000143156245,0.00297798361284379,0.258009984077014,1
"ENSMUSG00000025324",605.188842591439,0.400157997625902,0.134761359021009,2.96938232541509,0.00298399076380026,0.258009984077014,1
"ENSMUSG00000043398",22.7402029113274,0.602057768928359,0.20279162969999,2.96884920654291,0.00298917244183132,0.258009984077014,1
"ENSMUSG00000024383",1602.13466003182,0.317027559204847,0.106786140072426,2.96880811489044,0.00298957217494817,0.258009984077014,1
"ENSMUSG00000025364",1378.25588746243,-0.144161972269541,0.0486034543685184,-2.96608490368779,0.00301617210852556,0.258009984077014,1
"ENSMUSG00000056394",359.648555316384,-0.364411145295306,0.122899122028958,-2.96512407313571,0.00302560876778201,0.258009984077014,1
"ENSMUSG00000040331",3012.40904099353,-0.126405944053468,0.0426338045485683,-2.96492291485426,0.00302758782102173,0.258009984077014,1
"ENSMUSG00000034066",365.039526903837,0.246080820093164,0.0830675527603208,2.96241807921312,0.00305233020376433,0.258623587322399,1
"ENSMUSG00000021959",572.854288207044,0.191436716101763,0.0647174272775914,2.95803965260604,0.00309602294988341,0.260826664857892,1
"ENSMUSG00000034210",1231.37402716384,0.219067673933314,0.0742026997653812,2.95228710850112,0.00315429493777935,0.262007204718857,1
"ENSMUSG00000026667",1797.95308464455,0.182309365959636,0.0617865035143457,2.95063412865411,0.00317122319989525,0.262007204718857,1
"ENSMUSG00000049555",37.295958422697,-0.496315907039115,0.16822550509809,-2.95030118500592,0.00317464289787431,0.262007204718857,1
"ENSMUSG00000044393",5205.78230997405,0.174966818237806,0.0593173968418259,2.94967121878877,0.00318112254254056,0.262007204718857,1
"ENSMUSG00000037536",393.980297643658,-0.169265197796963,0.0574899742516057,-2.94425593332451,0.00323732169933313,0.265154632295935,1
"ENSMUSG00000020330",136.765893163429,-0.595342174181245,0.202397908064968,-2.94144430578869,0.0032668558294108,0.266095334215488,1
"ENSMUSG00000046157",994.94976879084,-0.122314242539496,0.0416937792222403,-2.93363290210572,0.0033502019008213,0.269580138676541,1
"ENSMUSG00000021240",1472.48091015606,-0.135807316189225,0.0463124779491351,-2.93241308181311,0.00336339054287561,0.269580138676541,1
"ENSMUSG00000020876",471.098393532272,0.172560869498763,0.0588554424032069,2.93194414063839,0.00336847328216499,0.269580138676541,1
"ENSMUSG00000017765",1115.41415212742,0.261845854364656,0.0893480466651359,2.93062763135738,0.00338278000781117,0.269580138676541,1
"ENSMUSG00000020832",464.012344298297,-0.160041264165342,0.054767481291254,-2.92219507620299,0.00347573769931094,0.275498929574953,1
"ENSMUSG00000038286",189.99710671244,-0.284809281806068,0.0975627349933473,-2.91924249382194,0.00350883155783266,0.275628303142041,1
"ENSMUSG00000040270",241.214954970327,0.292086471895626,0.100073613169091,2.91871615949447,0.00351476097067786,0.275628303142041,1
"ENSMUSG00000028943",48.102000838622,-0.611278071838397,0.209827881210727,-2.91323568779928,0.00357704510299828,0.277694659394706,1
"ENSMUSG00000045095",406.398098554592,0.289690999583783,0.0994626763746246,2.9125598681124,0.00358479475827893,0.277694659394706,1
"ENSMUSG00000016319",3094.52003241533,-0.152399125534952,0.052350781668525,-2.9111146133388,0.00360141883648789,0.277694659394706,1
"ENSMUSG00000026116",1075.8236159969,0.210261310581026,0.072307001885734,2.9078969546172,0.00363868214599598,0.277694659394706,1
"ENSMUSG00000056458",124.93750137712,0.296935173485834,0.102144144307412,2.90702100937065,0.00364888689912398,0.277694659394706,1
"ENSMUSG00000024639",1772.33192095176,0.116313603586964,0.0400264283716266,2.90592012125205,0.00366174914010611,0.277694659394706,1
"ENSMUSG00000025612",2093.24288991872,0.194121615122392,0.0668241176546839,2.90496338650549,0.0036729606309413,0.277694659394706,1
"ENSMUSG00000003779",142.368851737217,-0.512806503618571,0.176911925526513,-2.89865424330435,0.0037476792205073,0.281796132273144,1
"ENSMUSG00000033355",973.272747856144,-0.167427776863687,0.0578480875725528,-2.89426641206937,0.00380045559936063,0.281796132273144,1
"ENSMUSG00000002052",2694.13818182328,0.171295814287765,0.0592697193040349,2.89010672395918,0.0038511105902096,0.281796132273144,1
"ENSMUSG00000070565",259.394610074515,0.225862094212721,0.0781524962357662,2.89001765895427,0.00385220186376092,0.281796132273144,1
"ENSMUSG00000031853",1218.89291348969,0.298364485623595,0.103351579206259,2.88688850151141,0.00389072080515631,0.281796132273144,1
"ENSMUSG00000026321",44.1962661382312,0.456619575051203,0.158225182300454,2.88588433530213,0.00390315572350318,0.281796132273144,1
"ENSMUSG00000064090",171.001397236871,-0.215169177342693,0.0745812059189563,-2.88503215644577,0.00391373683687776,0.281796132273144,1
"ENSMUSG00000027955",116.244985983156,-0.381050584259625,0.132109148077947,-2.88436183113373,0.00392207825755074,0.281796132273144,1
"ENSMUSG00000025241",598.852822111073,0.228858624890591,0.0794444739065934,2.88073686735808,0.00396746712424989,0.281796132273144,1
"ENSMUSG00000049881",224.800861363967,-0.253815798206838,0.0881574622745495,-2.87911870031351,0.00398788205957538,0.281796132273144,1
"ENSMUSG00000052396",77.9253797826148,-0.676591990554474,0.235233750333586,-2.87625389466859,0.00402425873240767,0.281796132273144,1
"ENSMUSG00000021870",1897.21114759965,0.120873870333625,0.042064109661063,2.87356302813922,0.00405870084638375,0.281796132273144,1
"ENSMUSG00000065954",2080.10219603518,0.159596904474938,0.0555629799215096,2.87236042236019,0.00407418009783536,0.281796132273144,1
"ENSMUSG00000042507",1641.19548330313,0.151912135737835,0.052902365400071,2.87155658521142,0.00408455648454702,0.281796132273144,1
"ENSMUSG00000028494",5919.04787998165,-0.180708954243691,0.0629415700815316,-2.87105888857886,0.00409099305192379,0.281796132273144,1
"ENSMUSG00000038811",121.824497435131,-0.300286596753346,0.104654622550526,-2.86931039867228,0.00411367881179013,0.281796132273144,1
